Date,Open,High,Low,Close,Adj Close,Volume
2009/8/12,83.419998,86.599998,83.379997,85.959999,85.959999,5619400
2009/8/13,85.720001,86.370003,84.07,84.599998,84.599998,5712400
2009/8/14,84.110001,84.169998,82.779999,83.580002,83.580002,4924700
2009/8/17,81.160004,81.779999,80.25,81.059998,81.059998,6888600
2009/8/18,81.410004,82.690002,80.790001,82.120003,82.120003,5884400
2009/8/19,80.910004,83,80.489998,83,83,5170600
2009/8/20,82.980003,84.349998,82.660004,84.089996,84.089996,5375000
2009/8/21,84.779999,85.059998,83.540001,85,85,6130700
2009/8/24,85.169998,85.589996,84.239998,84.5,84.5,4723200
2009/8/25,84.660004,86.339996,83.949997,84.190002,84.190002,4791000
2009/8/26,84.099998,84.760002,83.379997,84,84,3613800
2009/8/27,84.010002,84.849998,83.139999,84.309998,84.309998,3997700
2009/8/28,84.779999,84.989998,82.57,82.760002,82.760002,4620700
2009/8/31,81.93,81.949997,80.349998,81.190002,81.190002,5263800
2009/9/1,80.739998,82.419998,79,79.160004,79.160004,6245800
2009/9/2,79.040001,80.150002,77.800003,78.139999,78.139999,6512700
2009/9/3,78.389999,78.959999,77.510002,78.459999,78.459999,4140200
2009/9/4,78.269997,79.779999,77.629997,78.870003,78.870003,4671500
2009/9/8,79.860001,81.040001,78.870003,80.900002,80.900002,7037600
2009/9/9,80.599998,82.629997,80.5,82.239998,82.239998,6776200
2009/9/10,82.330002,84.07,82.300003,83.849998,83.849998,7023100
2009/9/11,84.440002,84.900002,83.760002,84.540001,84.540001,6006900
2009/9/14,83.809998,84.57,83.459999,83.860001,83.860001,3572000
2009/9/15,84.169998,84.410004,82.790001,83.550003,83.550003,4446800
2009/9/16,85.910004,90.980003,85.900002,90.699997,90.699997,13114300
2009/9/17,90.75,91.190002,89,90.440002,90.440002,7872700
2009/9/18,90.739998,91,89.470001,90.279999,90.279999,6769500
2009/9/21,89.690002,90.760002,88.480003,90.559998,90.559998,4209300
2009/9/22,91.459999,94.190002,91.099998,93.75,93.75,8264900
2009/9/23,92.82,94.5,92.220001,92.379997,92.379997,5685300
2009/9/24,92,92.709999,90.769997,92.110001,92.110001,5075100
2009/9/25,91.440002,92.25,89.75,90.519997,90.519997,4256800
2009/9/28,91.040001,92.809998,90.599998,92.209999,92.209999,3508000
2009/9/29,91.959999,92.330002,90.099998,91.720001,91.720001,4393900
2009/9/30,92.260002,94.169998,91.43,93.360001,93.360001,8539200
2009/10/1,92.5,92.900002,90.370003,91.040001,91.040001,6645100
2009/10/2,90.050003,91.139999,89.580002,89.849998,89.849998,5039400
2009/10/5,90.25,90.93,88.269997,88.669998,88.669998,7028500
2009/10/6,89.330002,91.080002,88.400002,90.910004,90.910004,6963700
2009/10/7,91.5,94.480003,91.150002,93.970001,93.970001,7445100
2009/10/8,94.800003,96.720001,94.230003,95.220001,95.220001,9674300
2009/10/9,95,95.949997,94.260002,95.709999,95.709999,4694000
2009/10/12,96.169998,96.25,93.07,93.599998,93.599998,5591400
2009/10/13,93.830002,95.25,93.68,94.830002,94.830002,4720000
2009/10/14,96.220001,97.82,96.019997,97.459999,97.459999,5556800
2009/10/15,95.129997,97.059998,95.080002,96.010002,96.010002,6242100
2009/10/16,95.300003,96.120003,93.610001,95.32,95.32,7038400
2009/10/19,95.349998,96.279999,94.25,94.68,94.68,6017400
2009/10/20,95.910004,96.099998,94.269997,94.980003,94.980003,7777600
2009/10/21,95.269997,96.629997,92.910004,93.419998,93.419998,7761200
2009/10/22,93.660004,94.099998,91.699997,93.449997,93.449997,16518500
2009/10/23,111.050003,119.650002,110.620003,118.489998,118.489998,58305800
2009/10/26,119.209999,125.68,118.489998,124.639999,124.639999,32271200
2009/10/27,122.93,124.260002,119.419998,122.07,122.07,20304200
2009/10/28,121.57,125.120003,120.760002,121.639999,121.639999,16887700
2009/10/29,123.900002,124.300003,120.120003,122.580002,122.580002,12821800
2009/10/30,121.970001,122.900002,118.209999,118.809998,118.809998,13312200
2009/11/2,118.660004,119.5,116.709999,118.839996,118.839996,11280000
2009/11/3,117.669998,118.879997,116.629997,118.370003,118.370003,9478500
2009/11/4,119,119.25,116.760002,117.099998,117.099998,7617500
2009/11/5,117.459999,120.949997,116.25,120.610001,120.610001,9086800
2009/11/6,123,126.980003,122.669998,126.199997,126.199997,13226000
2009/11/9,127.110001,128.320007,125.589996,126.669998,126.669998,8624200
2009/11/10,126.800003,130.610001,126,130.149994,130.149994,10529300
2009/11/11,131.080002,131.309998,128.330002,129.910004,129.910004,7434200
2009/11/12,129.979996,132.149994,129.979996,130.529999,130.529999,7210100
2009/11/13,131.160004,132.990005,129.75,132.970001,132.970001,7376800
2009/11/16,132.119995,134.559998,130.979996,131.589996,131.589996,9018300
2009/11/17,131.399994,131.850006,129.320007,131.25,131.25,7748000
2009/11/18,130.899994,131.410004,129.529999,131.289993,131.289993,5213500
2009/11/19,130.539993,130.539993,128.479996,128.990005,128.990005,5998200
2009/11/20,127.760002,129.990005,127.410004,129.660004,129.660004,6652600
2009/11/23,131.050003,133,131,133,133,6878100
2009/11/24,133.570007,134.330002,132.220001,132.940002,132.940002,7319700
2009/11/25,133.309998,134.199997,132.399994,134.029999,134.029999,5071200
2009/11/27,130.300003,133,129.880005,131.740005,131.740005,4422600
2009/11/30,132.190002,136.080002,132.160004,135.910004,135.910004,10119500
2009/12/1,136.940002,139.350006,135.75,138.5,138.5,9657600
2009/12/2,139.149994,142.669998,138.960007,142.25,142.25,11798000
2009/12/3,143.619995,145.910004,140.770004,141.169998,141.169998,16523500
2009/12/4,143.419998,143.449997,135.110001,137.580002,137.580002,14827400
2009/12/7,138,139,133.839996,134.210007,134.210007,7837000
2009/12/8,134.300003,136.080002,132.869995,134.110001,134.110001,8002800
2009/12/9,134.600006,134.710007,129.820007,131.309998,131.309998,12632900
2009/12/10,132.410004,136.190002,132.399994,135.380005,135.380005,11343600
2009/12/11,136.070007,136.289993,133.199997,134.149994,134.149994,8046700
2009/12/14,132.5,132.610001,129.350006,131.380005,131.380005,10022900
2009/12/15,130.759995,132.460007,129.589996,130.229996,130.229996,7428800
2009/12/16,130.929993,131.449997,127.650002,128.360001,128.360001,10261300
2009/12/17,129.360001,130.080002,126.900002,126.910004,126.910004,8476500
2009/12/18,127.910004,128.789993,125.650002,128.479996,128.479996,9605400
2009/12/21,130.479996,133.199997,130.190002,132.789993,132.789993,9473600
2009/12/22,133.759995,135.990005,132.649994,133.75,133.75,8257500
2009/12/23,134.800003,139.050003,134.350006,138.940002,138.940002,9546100
2009/12/24,139.199997,139.699997,137.539993,138.470001,138.470001,5128800
2009/12/28,139.75,141.979996,138.529999,139.309998,139.309998,8763900
2009/12/29,141.289993,142.580002,138.550003,139.410004,139.410004,8400600
2009/12/30,138.399994,138.399994,135.279999,136.490005,136.490005,6913200
2009/12/31,137.089996,137.279999,134.520004,134.520004,134.520004,4523000
2010/1/4,136.25,136.610001,133.139999,133.899994,133.899994,7599900
2010/1/5,133.429993,135.479996,131.809998,134.690002,134.690002,8851900
2010/1/6,134.600006,134.729996,131.649994,132.25,132.25,7178800
2010/1/7,132.009995,132.320007,128.800003,130,130,11030200
2010/1/8,130.559998,133.679993,129.029999,133.520004,133.520004,9830500
2010/1/11,132.619995,132.800003,129.210007,130.309998,130.309998,8779400
2010/1/12,128.990005,129.820007,126.550003,127.349998,127.349998,9096300
2010/1/13,127.900002,129.710007,125.75,129.110001,129.110001,10723200
2010/1/14,129.139999,130.380005,126.400002,127.349998,127.349998,9774900
2010/1/15,129.179993,129.649994,127.059998,127.139999,127.139999,15376500
2010/1/19,126.309998,128,124.330002,127.610001,127.610001,8892600
2010/1/20,127.129997,129.199997,125.080002,125.779999,125.779999,9074700
2010/1/21,127.260002,128.149994,125,126.620003,126.620003,9970600
2010/1/22,125.599998,127.669998,120.760002,121.43,121.43,11568900
2010/1/25,122.099998,122.279999,118.120003,120.309998,120.309998,12023900
2010/1/26,120.559998,122.980003,119.059998,119.480003,119.480003,9559000
2010/1/27,121.029999,123.330002,118.800003,122.75,122.75,14765300
2010/1/28,124.43,127.199997,122.800003,126.029999,126.029999,27293100
2010/1/29,129.770004,131.850006,124.139999,125.410004,125.410004,29471300
2010/2/1,123.18,124.860001,113.82,118.870003,118.870003,37774400
2010/2/2,118.790001,118.980003,114.400002,118.120003,118.120003,23079700
2010/2/3,117.120003,119.610001,116.559998,119.099998,119.099998,12405900
2010/2/4,118.639999,120.330002,115.739998,115.940002,115.940002,12784000
2010/2/5,115.879997,117.650002,114.099998,117.389999,117.389999,11024800
2010/2/8,119.379997,121,116.559998,116.830002,116.830002,9890200
2010/2/9,118.199997,119.089996,117,118.029999,118.029999,9223000
2010/2/10,118,118.610001,116,117.360001,117.360001,6233200
2010/2/11,117.209999,120.419998,116.5,120.089996,120.089996,8343500
2010/2/12,118.989998,119.940002,117.5,119.660004,119.660004,8073500
2010/2/16,120.059998,120.5,117.18,117.529999,117.529999,8932700
2010/2/17,117.07,117.129997,115.550003,116.309998,116.309998,8944800
2010/2/18,115.839996,118.510002,114.82,118.080002,118.080002,9800100
2010/2/19,117.910004,119.089996,117,117.519997,117.519997,7115600
2010/2/22,117.370003,118.970001,116.18,118.010002,118.010002,6807300
2010/2/23,118.010002,119.25,116.510002,117.239998,117.239998,7068200
2010/2/24,117.959999,119.800003,117.150002,119.720001,119.720001,7389900
2010/2/25,118.169998,118.339996,115.849998,118.199997,118.199997,9533400
2010/2/26,117.879997,119.43,117,118.400002,118.400002,5721600
2010/3/1,118.699997,124.660004,117.529999,124.540001,124.540001,13296500
2010/3/2,125.010002,127.349998,124.800003,125.529999,125.529999,12097500
2010/3/3,125.400002,126.940002,124.43,125.889999,125.889999,6440400
2010/3/4,125.980003,128.850006,125.57,128.529999,128.529999,7509700
2010/3/5,129.130005,129.449997,127.07,128.910004,128.910004,6769300
2010/3/8,128.300003,130.850006,127.709999,130.110001,130.110001,5605900
2010/3/9,129.589996,130.809998,127.970001,128.820007,128.820007,6070800
2010/3/10,129.110001,131.169998,128.479996,130.509995,130.509995,5625700
2010/3/11,130.449997,133.619995,130.360001,133.580002,133.580002,7240800
2010/3/12,134.199997,134.199997,131.179993,131.820007,131.820007,6150800
2010/3/15,131.699997,132,128.630005,131.130005,131.130005,6329200
2010/3/16,131.240005,132.289993,130.5,131.789993,131.789993,4132500
2010/3/17,132.410004,132.690002,131.220001,131.339996,131.339996,4358800
2010/3/18,131.020004,132.850006,130.440002,132.759995,132.759995,5021300
2010/3/19,133.710007,133.710007,129.660004,130.350006,130.350006,8905000
2010/3/22,130.199997,130.960007,128.639999,130.470001,130.470001,5383400
2010/3/23,130.889999,130.940002,128.070007,129.259995,129.259995,4213100
2010/3/24,128.639999,129.399994,127.199997,128.039993,128.039993,4696400
2010/3/25,129.139999,136.910004,128.039993,134.729996,134.729996,16209600
2010/3/26,134.899994,136.990005,133.759995,135.059998,135.059998,6565700
2010/3/29,135.369995,136.630005,134.330002,135.119995,135.119995,4626900
2010/3/30,135.740005,138.190002,135.360001,136.580002,136.580002,6192700
2010/3/31,136,136.800003,134.479996,135.770004,135.770004,4600600
2010/4/1,135.800003,136.509995,131.179993,131.809998,131.809998,8785800
2010/4/5,132.850006,133.740005,130.779999,131.490005,131.490005,5816500
2010/4/6,131.229996,136,131.179993,135.559998,135.559998,7950300
2010/4/7,135.960007,136.080002,133.860001,134.869995,134.869995,5945400
2010/4/8,134.710007,141.25,134.710007,140.960007,140.960007,12689100
2010/4/9,140.720001,141.330002,139.070007,140.059998,140.059998,6011100
2010/4/12,140,142.910004,139.679993,141.199997,141.199997,5445300
2010/4/13,141.229996,141.979996,139.119995,140.160004,140.160004,4785500
2010/4/14,140.339996,144.5,139.199997,144.279999,144.279999,7900300
2010/4/15,144.550003,147.089996,144,145.820007,145.820007,7829600
2010/4/16,144.880005,147.169998,141.449997,142.169998,142.169998,8396800
2010/4/19,142.350006,143.669998,139.130005,142.429993,142.429993,6022000
2010/4/20,143.830002,144.639999,142.100006,144.199997,144.199997,4311700
2010/4/21,145.169998,149,143.520004,146.429993,146.429993,7374400
2010/4/22,147.009995,151.089996,145.880005,150.089996,150.089996,15165800
2010/4/23,145.380005,149.089996,142.419998,143.630005,143.630005,18975200
2010/4/26,143.199997,147.729996,142.899994,147.110001,147.110001,9318300
2010/4/27,145.550003,146.440002,141.110001,142.020004,142.020004,8639000
2010/4/28,142.589996,142.75,138.690002,139.350006,139.350006,9235300
2010/4/29,140.089996,142.449997,139.789993,141.729996,141.729996,6314200
2010/4/30,141.399994,141.399994,136.910004,137.100006,137.100006,6113500
2010/5/3,137.199997,139.440002,136.110001,137.490005,137.490005,5654600
2010/5/4,135.619995,135.809998,128.380005,129.830002,129.830002,12667800
2010/5/5,128,131.610001,127.550003,130.929993,130.929993,9458100
2010/5/6,130,132.330002,120.599998,128.710007,128.710007,10189000
2010/5/7,127.970001,131.179993,123.760002,124.980003,124.980003,11927600
2010/5/10,129.729996,132.210007,129.259995,131.289993,131.289993,6806100
2010/5/11,129.949997,133.080002,128.470001,130.460007,130.460007,6044100
2010/5/12,131.410004,134.130005,129.679993,133.869995,133.869995,5904500
2010/5/13,133.929993,136.990005,131,131.470001,131.470001,5940200
2010/5/14,130.360001,131,126.760002,128.529999,128.529999,5277800
2010/5/17,128.240005,129.949997,125.800003,128.910004,128.910004,5642200
2010/5/18,130.139999,131.25,125.510002,126.279999,126.279999,5256900
2010/5/19,125.510002,127.93,123.800003,124.589996,124.589996,6463300
2010/5/20,122.639999,125,118.779999,119.709999,119.709999,8594400
2010/5/21,117.900002,124.970001,117.519997,122.720001,122.720001,7966900
2010/5/24,122.57,124.5,120.650002,122.120003,122.120003,4535900
2010/5/25,118.540001,125.190002,118.5,124.860001,124.860001,6913400
2010/5/26,125.050003,125.790001,122.300003,123.209999,123.209999,6964600
2010/5/27,124.980003,126.849998,120.599998,126.699997,126.699997,4747700
2010/5/28,126.07,127.599998,124.010002,125.459999,125.459999,3954800
2010/6/1,124.970001,126.57,123.019997,123.239998,123.239998,3659500
2010/6/2,124.019997,126.43,121.650002,126.309998,126.309998,4764700
2010/6/3,126.25,129.149994,124.849998,128.759995,128.759995,5276900
2010/6/4,126.330002,128.199997,122.18,122.769997,122.769997,5497700
2010/6/7,125.839996,126.610001,121.669998,122.010002,122.010002,6566400
2010/6/8,122,122,115.800003,118.839996,118.839996,11484400
2010/6/9,120.309998,121.470001,117.360001,117.910004,117.910004,7369200
2010/6/10,120,123.5,119.199997,123.209999,123.209999,6061800
2010/6/11,121.389999,123.529999,120.290001,123.029999,123.029999,4204600
2010/6/14,124.239998,125.699997,123.5,123.830002,123.830002,3923000
2010/6/15,123.199997,126.919998,122.5,126.839996,126.839996,4541000
2010/6/16,125.389999,127.980003,125.360001,126.900002,126.900002,3964300
2010/6/17,126.739998,127.800003,124.690002,125.889999,125.889999,3479000
2010/6/18,126.480003,127.480003,125.07,125.830002,125.830002,3836000
2010/6/21,126.790001,127.480003,121.410004,122.550003,122.550003,5327700
2010/6/22,122.650002,125.230003,121.550003,122.309998,122.309998,6207200
2010/6/23,122.110001,123.220001,120.040001,121.449997,121.449997,5455100
2010/6/24,120.610001,120.849998,116.800003,118.330002,118.330002,7771100
2010/6/25,118.139999,121.760002,117.629997,121,121,5769700
2010/6/28,118.849998,120.040001,117.099998,117.800003,117.800003,5612200
2010/6/29,116.260002,116.480003,106.010002,108.610001,108.610001,12866300
2010/6/30,108.580002,112.68,108.110001,109.260002,109.260002,9740700
2010/7/1,108.900002,111.690002,106.699997,110.959999,110.959999,8529800
2010/7/2,110.919998,111.290001,108.559998,109.139999,109.139999,4477100
2010/7/6,110.650002,112.529999,109,110.059998,110.059998,5219300
2010/7/7,109.839996,113.629997,109.809998,113.43,113.43,4941000
2010/7/8,115.019997,117.480003,114.07,116.220001,116.220001,6775000
2010/7/9,116.550003,117.400002,114.650002,117.260002,117.260002,4065100
2010/7/12,117.809998,119.699997,117.32,119.510002,119.510002,4783600
2010/7/13,120.690002,124.879997,120.300003,123.650002,123.650002,7091100
2010/7/14,123.029999,123.75,121.470001,123.300003,123.300003,5257000
2010/7/15,120.129997,122.480003,119.260002,122.059998,122.059998,6047700
2010/7/16,121.279999,121.919998,118.010002,118.489998,118.489998,6227900
2010/7/19,118.379997,120.739998,117,119.940002,119.940002,5030900
2010/7/20,120.610001,120.709999,117.510002,120.099998,120.099998,6785000
2010/7/21,120.620003,121.25,117.260002,117.43,117.43,5011700
2010/7/22,118.709999,120.870003,118.019997,120.07,120.07,15003400
2010/7/23,105.93,119.279999,105.800003,118.870003,118.870003,42421100
2010/7/26,118.260002,118.599998,114.879997,118.400002,118.400002,11137800
2010/7/27,118.43,118.5,115.07,117.129997,117.129997,7796100
2010/7/28,117,118.199997,116.400002,117.129997,117.129997,5472300
2010/7/29,117.989998,118.870003,115.519997,116.860001,116.860001,6175800
2010/7/30,115.529999,118.739998,114.510002,117.889999,117.889999,7077500
2010/8/2,119.150002,120.379997,117.57,120.07,120.07,5443700
2010/8/3,120,122.870003,119.68,122.419998,122.419998,5953800
2010/8/4,123.059998,128.470001,123,127.580002,127.580002,9270800
2010/8/5,126.769997,128,125.82,127.830002,127.830002,4282300
2010/8/6,126.720001,128.399994,125.900002,128.320007,128.320007,5065200
2010/8/9,128.460007,129.929993,127.849998,128.830002,128.830002,5085800
2010/8/10,127.949997,130,127.379997,130,130,5706900
2010/8/11,128.100006,128.119995,125.199997,125.889999,125.889999,5541700
2010/8/12,123.760002,127,123.550003,126.559998,126.559998,4367900
2010/8/13,126.059998,127.480003,124.260002,124.690002,124.690002,3976600
2010/8/16,123.610001,127.370003,123.040001,126.07,126.07,4024700
2010/8/17,127.339996,129.979996,126.790001,128.860001,128.860001,5044700
2010/8/18,129.25,130.809998,128.259995,129.649994,129.649994,7901500
2010/8/19,129.220001,130.020004,126.82,127.57,127.57,5582500
2010/8/20,127.199997,128.039993,126.019997,127.760002,127.760002,4170100
2010/8/23,127.860001,129.220001,126.5,126.599998,126.599998,3861300
2010/8/24,125.410004,125.440002,123.18,124.529999,124.529999,5369700
2010/8/25,123.849998,127.370003,123.830002,126.849998,126.849998,5344500
2010/8/26,127.150002,127.589996,124.82,124.860001,124.860001,4694500
2010/8/27,125.459999,126.639999,122.25,126.639999,126.639999,5080000
2010/8/30,126.029999,126.949997,123.690002,123.790001,123.790001,3426000
2010/8/31,122.849998,125.900002,122.5,124.830002,124.830002,4225600
2010/9/1,126.360001,132.600006,126.169998,132.490005,132.490005,7138300
2010/9/2,132.169998,135.210007,132.050003,135.210007,135.210007,5407400
2010/9/3,136.889999,139.5,136.630005,138.789993,138.789993,6581200
2010/9/7,137.559998,138.600006,136.889999,137.220001,137.220001,3883000
2010/9/8,137.929993,139.699997,136.449997,139.139999,139.139999,5828500
2010/9/9,140.389999,141.369995,139.259995,140.380005,140.380005,4958000
2010/9/10,140.75,142.600006,140.039993,142.440002,142.440002,5043600
2010/9/13,144.070007,145.740005,143.759995,145.070007,145.070007,5077400
2010/9/14,144.5,146.699997,143.830002,145.75,145.75,4319400
2010/9/15,144.880005,145.619995,143.559998,145.449997,145.449997,4903600
2010/9/16,145.399994,148.229996,145.160004,148.130005,148.130005,5827000
2010/9/17,148.899994,148.979996,146.5,148.320007,148.320007,7259600
2010/9/20,148.699997,151.949997,147.350006,151.300003,151.300003,6449400
2010/9/21,150.759995,153.309998,149.600006,150.729996,150.729996,7542000
2010/9/22,149.839996,152.699997,149.100006,151.830002,151.830002,6612400
2010/9/23,151.199997,155.919998,150.970001,152.850006,152.850006,7065600
2010/9/24,155.429993,160.889999,155.419998,160.729996,160.729996,10590600
2010/9/27,160.220001,161.199997,157.880005,159.369995,159.369995,6446300
2010/9/28,159.839996,160.880005,154.889999,159.699997,159.699997,8494200
2010/9/29,159.029999,161.779999,157.75,158.990005,158.990005,7287500
2010/9/30,160.009995,160.929993,155.600006,157.059998,157.059998,7606000
2010/10/1,157.080002,157.440002,152.199997,153.710007,153.710007,8683400
2010/10/4,153.949997,155.960007,152.789993,155.389999,155.389999,5346500
2010/10/5,157.080002,161.210007,157.009995,160.869995,160.869995,5620000
2010/10/6,160.600006,160.679993,154.600006,155.399994,155.399994,6060800
2010/10/7,156.509995,157.399994,153.389999,156.270004,156.270004,4622000
2010/10/8,155.179993,156.279999,152.779999,155.550003,155.550003,6918400
2010/10/11,154.889999,156.630005,152.339996,153.029999,153.029999,4486400
2010/10/12,152.509995,156.949997,151.399994,156.479996,156.479996,5280800
2010/10/13,156.690002,156.789993,153.850006,155.169998,155.169998,5632800
2010/10/14,155.160004,156.949997,154.229996,155.529999,155.529999,4024100
2010/10/15,158.419998,164.880005,156.75,164.639999,164.639999,10135500
2010/10/18,165,165.190002,161.820007,163.559998,163.559998,6331300
2010/10/19,160.679993,162.800003,157,158.669998,158.669998,7525000
2010/10/20,158.779999,159.869995,156.570007,158.669998,158.669998,5790400
2010/10/21,162.669998,166.130005,161.289993,164.970001,164.970001,13482500
2010/10/22,162.449997,170.169998,162.270004,169.130005,169.130005,16318400
2010/10/25,171.570007,171.990005,168.320007,169,169,6530900
2010/10/26,167.570007,171,167.5,169.949997,169.949997,4689600
2010/10/27,168.910004,169.75,166.539993,167.509995,167.509995,5721800
2010/10/28,168.309998,168.490005,165.050003,166.839996,166.839996,4684400
2010/10/29,165.800003,168.5,164.809998,165.229996,165.229996,4998500
2010/11/1,164.449997,164.580002,161.520004,162.580002,162.580002,5239900
2010/11/2,163.75,165.940002,163.360001,164.610001,164.610001,4260000
2010/11/3,165.399994,168.610001,162.289993,168.470001,168.470001,6112100
2010/11/4,169.860001,172.529999,168.399994,168.929993,168.929993,7395900
2010/11/5,169.350006,171.649994,168.589996,170.770004,170.770004,5212200
2010/11/8,170.839996,173.199997,168.779999,171.990005,171.990005,5706000
2010/11/9,172.669998,173.139999,169.059998,170.270004,170.270004,3978600
2010/11/10,170.589996,173.369995,169.410004,173.330002,173.330002,5440300
2010/11/11,171,172.050003,169.419998,170.369995,170.369995,5691700
2010/11/12,170.119995,171.259995,165.050003,165.679993,165.679993,7160600
2010/11/15,165.160004,165.350006,158.559998,158.899994,158.899994,9648600
2010/11/16,158.740005,160.910004,156.770004,157.779999,157.779999,6571400
2010/11/17,157.839996,160.850006,157.550003,158.350006,158.350006,4524900
2010/11/18,160.740005,165,160.740005,164.169998,164.169998,6225300
2010/11/19,163.949997,164.990005,162.839996,164.820007,164.820007,4464800
2010/11/22,165.100006,170.600006,165,170.389999,170.389999,6142500
2010/11/23,168.610001,168.809998,164.619995,168.199997,168.199997,6465300
2010/11/24,171.529999,177.889999,171.529999,177.25,177.25,10042500
2010/11/26,177.360001,178.380005,176.160004,177.199997,177.199997,4271600
2010/11/29,179.990005,181.839996,177.570007,179.490005,179.490005,9695000
2010/11/30,176.949997,177.699997,174.899994,175.399994,175.399994,6762200
2010/12/1,179.160004,179.320007,176,176.550003,176.550003,5770100
2010/12/2,176.860001,177.449997,173.919998,176.529999,176.529999,5537600
2010/12/3,175.5,176.399994,174.050003,175.679993,175.679993,4907500
2010/12/6,175.520004,178.429993,174.600006,178.050003,178.050003,5654200
2010/12/7,180.5,181.470001,176.570007,176.770004,176.770004,5077100
2010/12/8,177.490005,178.160004,175.199997,176.289993,176.289993,3726900
2010/12/9,177.770004,178.110001,173.800003,174.850006,174.850006,4555500
2010/12/10,174.880005,175.949997,173.360001,175.619995,175.619995,3565500
2010/12/13,176.330002,177.940002,173.729996,174.25,174.25,4202500
2010/12/14,174.279999,175.759995,173.089996,173.940002,173.940002,3685300
2010/12/15,173.720001,179,173.589996,175.570007,175.570007,5810500
2010/12/16,175.580002,178.300003,175.039993,178.039993,178.039993,4121500
2010/12/17,178.410004,178.75,177.020004,177.580002,177.580002,4507300
2010/12/20,179.270004,183.979996,178.039993,183.289993,183.289993,8735300
2010/12/21,183.880005,185.649994,182.600006,184.75,184.75,5111000
2010/12/22,185,185.449997,184.110001,184.759995,184.759995,2578100
2010/12/23,184.339996,184.979996,181.889999,182.589996,182.589996,3358200
2010/12/27,181.899994,183.139999,180.449997,182.139999,182.139999,2249400
